conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,label,clean,normal,lemma,stem,stop,token,tokening
"1,97576E+18",Wed Oct 08 20:47:19 +0000 2025,0,@zhil_arf Hmm menarik bukunya pas bgt kemarin habis ngobrolin ttg ormas di negaruy ini,"1,97603E+18",,zhil_arf,in,,0,0,0,https://x.com/undefined/status/1976026644797423887,"1,13918E+18",,positive,hmm menarik bukunya pas bgt kemarin habis ngobrolin ttg ormas di negaruy ini,hmm menarik bukunya pas banget kemarin habis ngobrolin ttg organisasi masyarakat di negaruy ini,hmm arik buku pas banget marin habis ngobrolin ttg organisasi masyarakat di negaruy ini,hmm arik buku pas banget marin habis ngobrolin ttg organisasi masyarakat di negaruy ini,hmm arik buku pas marin habis ngobrolin ttg organisasi masyarakat negaruy,"[1950, 852, 1147, 134, 519, 353, 1951, 853, 3, 2, 1952]","['hmm', 'arik', 'buku', 'pas', 'marin', 'habis', 'ngobrolin', 'ttg', 'organisasi', 'masyarakat', 'negaruy']"
"1,97518E+18",Wed Oct 08 20:32:50 +0000 2025,1,@AbdulRachimmks @aniesbaswedan @fpcindo @dinopattidjalal @Anggajaya26 @HumorJonTampan @KEBUMENinLOVE @singolodra1945 @SigitWasito8 @OneLove4Human @MaliqRidwane @gedhanggg Level anies masih satu trap dibawah level HERCULES. Tapi lumayanlah anies punya ormas dihidupi dari dana hibah. https://t.co/ztwgPTJafD,"1,97602E+18",https://pbs.twimg.com/media/G2w-ciBbcAAFM0E.jpg,AbdulRachimmks,in,,2,0,2,https://x.com/undefined/status/1976022999246791150,"1,79248E+18",,neutral,level anies masih satu trap dibawah level hercules tapi lumayanlah anies punya ormas dihidupi dari dana hibah,level anies masih satu trap dibawah level hercules tapi lumayanlah anies punya organisasi masyarakat dihidupi dari dana hibah,level anies masih satu trap bawah level hercules tapi lumayan anies punya organisasi masyarakat hidup dari dana hibah,level anies masih satu trap bawah level hercules tapi lumayan anies punya organisasi masyarakat hidup dari dana hibah,level anies satu trap bawah level hercules lumayan anies punya organisasi masyarakat hidup dana hibah,"[369, 1185, 22, 1953, 168, 369, 1186, 1954, 1185, 19, 3, 2, 430, 85, 135]","['level', 'anies', 'satu', 'trap', 'bawah', 'level', 'hercules', 'lumayan', 'anies', 'punya', 'organisasi', 'masyarakat', 'hidup', 'dana', 'hibah']"
"1,97602E+18",Wed Oct 08 20:20:18 +0000 2025,0,DPR RI Minta TNI Sikat Premanisme Berbalut Ormas Meski Diduga Terafiliasi Parpol https://t.co/Th9x8XFceR https://t.co/KGJIFb4ViB,"1,97602E+18",https://pbs.twimg.com/ext_tw_video_thumb/1976019799194075139/pu/img/fJf3h71wcCwFKD3M.jpg,,in,,0,0,0,https://x.com/undefined/status/1976019844417061134,"1,9636E+18",,neutral,dpr ri minta tni sikat premanisme berbalut ormas meski diduga terafiliasi parpol,dpr ri minta tni sikat premanisme berbalut organisasi masyarakat meski diduga terafiliasi parpol,dpr ri minta tni sikat preman balut organisasi masyarakat meski duga afiliasi parpol,dpr ri minta tni sikat preman balut organisasi masyarakat meski duga afiliasi parpol,dpr ri minta tni sikat preman balut organisasi masyarakat meski duga afiliasi parpol,"[370, 349, 36, 124, 1955, 540, 1956, 3, 2, 854, 431, 100, 195]","['dpr', 'ri', 'minta', 'tni', 'sikat', 'preman', 'balut', 'organisasi', 'masyarakat', 'meski', 'duga', 'afiliasi', 'parpol']"
"1,97559E+18",Wed Oct 08 20:12:52 +0000 2025,0,@kompascom Loreng loreng yg non TNI atau tni wanna be...tolong dicopot ajalah. Ormas ormas ga jelas bergaya militer kasian liatnya kayak orang gila,"1,97602E+18",,kompascom,in,,0,0,0,https://x.com/undefined/status/1976017974537617495,36031821,,negative,loreng loreng yg non tni atau tni wanna be tolong dicopot ajalah ormas ormas ga jelas bergaya militer kasian liatnya kayak orang gila,loreng loreng yang non tni atau tni wan na be tolong dicopot ajalah organisasi masyarakat organisasi masyarakat tidak jelas bergaya militer kasian liatnya kayak orang gila,loreng loreng yang non tni atau tni wan na be tolong copot aja organisasi masyarakat organisasi masyarakat tidak jelas gaya militer kasi liat kayak orang gila,loreng loreng yang non tni atau tni wan na be tolong copot aja organisasi masyarakat organisasi masyarakat tidak jelas gaya militer kasi liat kayak orang gila,loreng loreng non tni tni wan na be copot organisasi masyarakat organisasi masyarakat jelas gaya militer kasi liat kayak orang gila,"[309, 309, 230, 124, 124, 1957, 350, 1187, 1958, 3, 2, 3, 2, 46, 855, 227, 432, 152, 39, 7, 428]","['loreng', 'loreng', 'non', 'tni', 'tni', 'wan', 'na', 'be', 'copot', 'organisasi', 'masyarakat', 'organisasi', 'masyarakat', 'jelas', 'gaya', 'militer', 'kasi', 'liat', 'kayak', 'orang', 'gila']"
"1,97601E+18",Wed Oct 08 19:37:13 +0000 2025,0,@idextratime Awas diserang ormas biru,"1,97601E+18",,idextratime,in,,0,0,0,https://x.com/undefined/status/1976009003366011157,"1,38653E+18",,neutral,awas diserang ormas biru,awas diserang organisasi masyarakat biru,awas serang organisasi masyarakat biru,awas serang organisasi masyarakat biru,awas serang organisasi masyarakat biru,"[357, 371, 3, 2, 128]","['awas', 'serang', 'organisasi', 'masyarakat', 'biru']"
"1,97599E+18",Wed Oct 08 19:30:38 +0000 2025,0,@jdahupin @FaktaSepakbola Heuh lah federasina ge mental na ormas hungkul,"1,97601E+18",,jdahupin,in,,0,0,0,https://x.com/undefined/status/1976007345282089423,"1,60738E+18",,neutral,heuh lah federasina ge mental na ormas hungkul,heuh lah federasina ge mental na organisasi masyarakat hungkul,heuh lah federasina ge ntal na organisasi masyarakat hungkul,heuh lah federasina ge ntal na organisasi masyarakat hungkul,heuh federasina ge ntal na organisasi masyarakat hungkul,"[1959, 1960, 815, 433, 350, 3, 2, 1188]","['heuh', 'federasina', 'ge', 'ntal', 'na', 'organisasi', 'masyarakat', 'hungkul']"
"1,976E+18",Wed Oct 08 18:56:12 +0000 2025,0,itu tengah babak pertama kosong amat kalo ada ormas bisa buat parkir kali,"1,976E+18",,,in,,0,0,0,https://x.com/undefined/status/1975998682760872082,"1,42571E+18",,negative,itu tengah babak pertama kosong amat kalo ada ormas bisa buat parkir kali,itu tengah babak pertama kosong amat kalau ada organisasi masyarakat bisa buat parkir kali,itu tengah babak tama kosong amat kalau ada organisasi masyarakat bisa buat parkir kali,itu tengah babak tama kosong amat kalau ada organisasi masyarakat bisa buat parkir kali,tengah babak tama kosong kalau organisasi masyarakat buat parkir kali,"[416, 1189, 539, 1961, 5, 3, 2, 18, 75, 41]","['tengah', 'babak', 'tama', 'kosong', 'kalau', 'organisasi', 'masyarakat', 'buat', 'parkir', 'kali']"
"1,97592E+18",Wed Oct 08 18:53:18 +0000 2025,0,@Persib_world Deserve naon ormas EVERTON ngarti deserve teu?,"1,976E+18",,Persib_world,in,,0,0,0,https://x.com/undefined/status/1975997950351507829,3886880420,,neutral,deserve naon ormas everton ngarti deserve teu,deserve naon organisasi masyarakat everton ngarti deserve teu,deserve naon organisasi masyarakat everton ngarti deserve teu,deserve naon organisasi masyarakat everton ngarti deserve teu,deserve naon organisasi masyarakat everton ngarti deserve teu,"[1190, 1962, 3, 2, 669, 1963, 1190, 434]","['deserve', 'naon', 'organisasi', 'masyarakat', 'everton', 'ngarti', 'deserve', 'teu']"
"1,97599E+18",Wed Oct 08 18:52:22 +0000 2025,0,@FadhilAlqassam @FaktaSepakbola Lebih gampang masuk ormas dibanding masuk pildun mas,"1,976E+18",,FadhilAlqassam,in,,0,1,0,https://x.com/undefined/status/1975997717391274064,122679006,,negative,lebih gampang masuk ormas dibanding masuk pildun mas,lebih gampang masuk organisasi masyarakat dibanding masuk pildun mas,lebih gampang masuk organisasi masyarakat banding masuk pildun mas,lebih gampang masuk organisasi masyarakat banding masuk pildun mas,lebih gampang masuk organisasi masyarakat banding masuk pildun mas,"[40, 541, 42, 3, 2, 856, 42, 1964, 205]","['lebih', 'gampang', 'masuk', 'organisasi', 'masyarakat', 'banding', 'masuk', 'pildun', 'mas']"
"1,97591E+18",Wed Oct 08 18:49:08 +0000 2025,0,@BudiBukanIntel Jgn harap KPK berani nyenggol ormas ini.,"1,976E+18",,BudiBukanIntel,in,,0,0,0,https://x.com/undefined/status/1975996902455046162,2148752027,,negative,jgn harap kpk berani nyenggol ormas ini,jgn harap kpk berani nyenggol organisasi masyarakat ini,jgn harap kpk berani nyenggol organisasi masyarakat ini,jgn harap kpk berani nyenggol organisasi masyarakat ini,jgn harap kpk berani nyenggol organisasi masyarakat,"[310, 542, 671, 67, 857, 3, 2]","['jgn', 'harap', 'kpk', 'berani', 'nyenggol', 'organisasi', 'masyarakat']"
"1,97599E+18",Wed Oct 08 18:40:34 +0000 2025,0,@Reffyanapras @aw_yena @unmagnetism Bro kan dititip ehhh nanti ormas biru ngamuk; uda ada yg ngamuk tuuuhhhh ahhahahaha,"1,97599E+18",,Reffyanapras,in,,0,1,0,https://x.com/undefined/status/1975994748151480449,"1,79694E+18",,negative,bro kan dititip ehhh nanti ormas biru ngamuk uda ada yg ngamuk tuuuhhhh ahhahahaha,bro kan dititip ehhh nanti organisasi masyarakat biru ngamuk uda ada yang ngamuk tuuuhhhh ahhahahaha,bro kan titip ehhh nanti organisasi masyarakat biru ngamuk uda ada yang ngamuk tuuuhhhh ahhahahaha,bro kan titip ehhh nanti organisasi masyarakat biru ngamuk uda ada yang ngamuk tuuuhhhh ahhahahaha,titip ehhh organisasi masyarakat biru ngamuk uda ngamuk tuuuhhhh ahhahahaha,"[303, 1965, 3, 2, 128, 664, 543, 664, 1966, 1967]","['titip', 'ehhh', 'organisasi', 'masyarakat', 'biru', 'ngamuk', 'uda', 'ngamuk', 'tuuuhhhh', 'ahhahahaha']"
"1,9759E+18",Wed Oct 08 18:32:23 +0000 2025,5,@dkskkmscuaks @GfrrfG___ @BobotohMalaysia Ormas everton bg kalau ga tolol ya tolol bgt,"1,97599E+18",,dkskkmscuaks,in,,0,1,0,https://x.com/undefined/status/1975992686730723745,3886880420,,negative,ormas everton bg kalau ga tolol ya tolol bgt,organisasi masyarakat everton bg kalau tidak tolol ya tolol banget,organisasi masyarakat everton bg kalau tidak tolol ya tolol banget,organisasi masyarakat everton bg kalau tidak tolol ya tolol banget,organisasi masyarakat everton bg kalau tolol tolol,"[3, 2, 669, 831, 5, 296, 296]","['organisasi', 'masyarakat', 'everton', 'bg', 'kalau', 'tolol', 'tolol']"
"1,97599E+18",Wed Oct 08 18:31:10 +0000 2025,2,@aw_yena @Reffyanapras @unmagnetism aowkwkwkwkw biasa ormas biru,"1,97599E+18",,aw_yena,in,,0,1,0,https://x.com/undefined/status/1975992382438199617,"1,79694E+18",,neutral,aowkwkwkwkw biasa ormas biru,aowkwkwkwkw biasa organisasi masyarakat biru,aowkwkwkwkw biasa organisasi masyarakat biru,aowkwkwkwkw biasa organisasi masyarakat biru,aowkwkwkwkw biasa organisasi masyarakat biru,"[1968, 84, 3, 2, 128]","['aowkwkwkwkw', 'biasa', 'organisasi', 'masyarakat', 'biru']"
"1,97598E+18",Wed Oct 08 18:22:02 +0000 2025,0,@lazykingzz @idextratime ormas biru tolollll,"1,97599E+18",,lazykingzz,in,,0,0,0,https://x.com/undefined/status/1975990084454564115,"1,68207E+18",,negative,ormas biru tolollll,organisasi masyarakat biru tolollll,organisasi masyarakat biru tolollll,organisasi masyarakat biru tolollll,organisasi masyarakat biru tolollll,"[3, 2, 128, 1969]","['organisasi', 'masyarakat', 'biru', 'tolollll']"
"1,97598E+18",Wed Oct 08 18:19:43 +0000 2025,0,@anrsdq @idextratime angger nyalahkeun pemaen biru si ormas oren mh ,"1,97599E+18",,anrsdq,in,,0,1,0,https://x.com/undefined/status/1975989501458842028,"9,01765E+17",,negative,angger nyalahkeun pemaen biru si ormas oren mh,angger nyalahkeun pemaen biru si organisasi masyarakat oren mh,angger nyalahkeun pemaen biru si organisasi masyarakat oren mh,angger nyalahkeun pemaen biru si organisasi masyarakat oren mh,angger nyalahkeun pemaen biru organisasi masyarakat oren mh,"[1970, 1971, 1972, 128, 3, 2, 858, 1973]","['angger', 'nyalahkeun', 'pemaen', 'biru', 'organisasi', 'masyarakat', 'oren', 'mh']"
"1,9759E+18",Wed Oct 08 18:19:04 +0000 2025,4,@GfrrfG___ @BobotohMalaysia ORMAS BIRU lagi nyiapin alasan bang paling besok siang ini rame wkwk,"1,97599E+18",,GfrrfG___,in,,0,1,0,https://x.com/undefined/status/1975989334211019017,3886880420,,neutral,ormas biru lagi nyiapin alasan bang paling besok siang ini rame wkwk,organisasi masyarakat biru lagi nyiapin alasan bang paling besok siang ini rame wkwk,organisasi masyarakat biru lagi nyiapin alas bang paling besok siang ini rame wkwk,organisasi masyarakat biru lagi nyiapin alas bang paling besok siang ini rame wkwk,organisasi masyarakat biru nyiapin alas paling besok siang rame,"[3, 2, 128, 1974, 207, 44, 672, 1191, 544]","['organisasi', 'masyarakat', 'biru', 'nyiapin', 'alas', 'paling', 'besok', 'siang', 'rame']"
"1,97599E+18",Wed Oct 08 18:16:51 +0000 2025,0,@cheerneyy @idextratime Awas nanti diserang ormas biru,"1,97599E+18",,cheerneyy,in,,0,0,0,https://x.com/undefined/status/1975988778197205099,"1,26892E+18",,negative,awas nanti diserang ormas biru,awas nanti diserang organisasi masyarakat biru,awas nanti serang organisasi masyarakat biru,awas nanti serang organisasi masyarakat biru,awas serang organisasi masyarakat biru,"[357, 371, 3, 2, 128]","['awas', 'serang', 'organisasi', 'masyarakat', 'biru']"
"1,97598E+18",Wed Oct 08 18:01:39 +0000 2025,0,@simamaung Etam klok ganti plis babak kadua ieumah beak diserang watir bisi diserang ku ormas sosmed na ,"1,97598E+18",,simamaung,in,,0,0,0,https://x.com/undefined/status/1975984951880450546,95834718,,negative,etam klok ganti plis babak kadua ieumah beak diserang watir bisi diserang ku ormas sosmed na,etam klok ganti plis babak kadua ieumah beak diserang watir bisi diserang ku organisasi masyarakat sosmed na,etam klok ganti plis babak kadua ieumah beak serang watir bis serang ku organisasi masyarakat sosmed na,etam klok ganti plis babak kadua ieumah beak serang watir bis serang ku organisasi masyarakat sosmed na,etam klok ganti plis babak kadua ieumah beak serang watir bis serang ku organisasi masyarakat sosmed na,"[1975, 1192, 208, 859, 1189, 1976, 1977, 860, 371, 1193, 1978, 371, 435, 3, 2, 1194, 350]","['etam', 'klok', 'ganti', 'plis', 'babak', 'kadua', 'ieumah', 'beak', 'serang', 'watir', 'bis', 'serang', 'ku', 'organisasi', 'masyarakat', 'sosmed', 'na']"
"1,97598E+18",Wed Oct 08 17:50:06 +0000 2025,1,@trmdjiiii @BarkahID @idextratime Ko g notice si yacob? Ormas yaa wkwk,"1,97598E+18",,trmdjiiii,in,,0,0,0,https://x.com/undefined/status/1975982048398692356,3278550618,,negative,ko g notice si yacob ormas yaa wkwk,ko g notice si yacob organisasi masyarakat yaa wkwk,ko g notice si yacob organisasi masyarakat yaa wkwk,ko g notice si yacob organisasi masyarakat yaa wkwk,ko notice yacob organisasi masyarakat yaa,"[673, 1979, 1980, 3, 2, 1981]","['ko', 'notice', 'yacob', 'organisasi', 'masyarakat', 'yaa']"
"1,97592E+18",Wed Oct 08 17:44:21 +0000 2025,0,@NarasiNewsroom Ormas gus gusan ga ngasih pernyataan sikap?,"1,97598E+18",,NarasiNewsroom,in,,0,0,0,https://x.com/undefined/status/1975980599564513507,74668923,,positive,ormas gus gusan ga ngasih pernyataan sikap,organisasi masyarakat gus gusan tidak ngasih pernyataan sikap,organisasi masyarakat gus gus tidak ngasih nyata sikap,organisasi masyarakat gus gus tidak ngasih nyata sikap,organisasi masyarakat gus gus ngasih nyata sikap,"[3, 2, 181, 181, 511, 119, 436]","['organisasi', 'masyarakat', 'gus', 'gus', 'ngasih', 'nyata', 'sikap']"
"1,97598E+18",Wed Oct 08 17:43:21 +0000 2025,1,@simamaung Klok pemain gak berguna dasar pemain titipan papah Erick malah blunder.. kira2 seperti itulah hujatan2 sebentar lagi dari ormas oren..,"1,97598E+18",,simamaung,in,,0,2,0,https://x.com/undefined/status/1975980349764317622,3089144924,,negative,klok pemain gak berguna dasar pemain titipan papah erick malah blunder kira seperti itulah hujatan sebentar lagi dari ormas oren,klok pemain gak berguna dasar pemain titipan papah erick malah blunder kira seperti itulah hujatan sebentar lagi dari organisasi masyarakat oren,klok main gak guna dasar main titip papah erick malah blunder kira perti itu hujat bentar lagi dari organisasi masyarakat oren,klok main gak guna dasar main titip papah erick malah blunder kira perti itu hujat bentar lagi dari organisasi masyarakat oren,klok main dasar main titip papah erick malah blunder kira perti hujat bentar organisasi masyarakat oren,"[1192, 129, 299, 129, 303, 1982, 1195, 32, 1983, 311, 48, 861, 1984, 3, 2, 858]","['klok', 'main', 'dasar', 'main', 'titip', 'papah', 'erick', 'malah', 'blunder', 'kira', 'perti', 'hujat', 'bentar', 'organisasi', 'masyarakat', 'oren']"
"1,97581E+18",Wed Oct 08 12:53:08 +0000 2025,0,@telescopqe Ada info bahwa F ini bukan wali santri asli. Terafiliasi dg Ormas tertentu yang sedang dihujat juga di kasus Yai Mim. Ada indikasi tahu sendiri lah tujuannya apa. https://t.co/GeMDUYnTHY,"1,97591E+18",https://pbs.twimg.com/media/G2vVOjobQAAOGu6.jpg,telescopqe,in,,0,0,0,https://x.com/undefined/status/1975907310376714258,"1,76888E+18",,negative,ada info bahwa f ini bukan wali santri asli terafiliasi dg ormas tertentu yang sedang dihujat juga di kasus yai mim ada indikasi tahu sendiri lah tujuannya apa,ada info bahwa f ini bukan wali santri asli terafiliasi dengan organisasi masyarakat tertentu yang sedang dihujat juga di kasus yai mim ada indikasi tahu sendiri lah tujuannya apa,ada info bahwa f ini bukan wali santri asli afiliasi deng organisasi masyarakat tentu yang dang hujat juga di kasus yai mim ada indikasi tahu ndiri lah tuju apa,ada info bahwa f ini bukan wali santri asli afiliasi deng organisasi masyarakat tentu yang dang hujat juga di kasus yai mim ada indikasi tahu ndiri lah tuju apa,info f bukan wali santri asli afiliasi organisasi masyarakat dang hujat kasus yai mim indikasi tahu tuju,"[358, 1985, 12, 437, 223, 312, 100, 3, 2, 545, 861, 231, 438, 674, 862, 439, 225]","['info', 'f', 'bukan', 'wali', 'santri', 'asli', 'afiliasi', 'organisasi', 'masyarakat', 'dang', 'hujat', 'kasus', 'yai', 'mim', 'indikasi', 'tahu', 'tuju']"
"1,97591E+18",Wed Oct 08 12:52:23 +0000 2025,0,@txtdariace__ Njir carmen disamain ormas,"1,97591E+18",,txtdariace__,in,,0,1,0,https://x.com/undefined/status/1975907125315735882,"1,1975E+18",,negative,njir carmen disamain ormas,njir carmen disamain organisasi masyarakat,njir carmen samain organisasi masyarakat,njir carmen samain organisasi masyarakat,njir carmen samain organisasi masyarakat,"[863, 1986, 1196, 3, 2]","['njir', 'carmen', 'samain', 'organisasi', 'masyarakat']"
"1,97591E+18",Wed Oct 08 12:46:50 +0000 2025,1,Koramil Bersama Ormas Gelar Patroli Malam di Wilayah Kecamatan Karangmoncol https://t.co/mOPpnzFe1F,"1,97591E+18",https://pbs.twimg.com/ext_tw_video_thumb/1975905638564909056/pu/img/vZoyKRm3reoSHusD.jpg,,in,,0,2,0,https://x.com/undefined/status/1975905726062285054,"1,0683E+18",,positive,koramil bersama ormas gelar patroli malam di wilayah kecamatan karangmoncol,koramil bersama organisasi masyarakat gelar patroli malam di wilayah kecamatan karangmoncol,koramil sama organisasi masyarakat gelar patroli malam di wilayah camat karangmoncol,koramil sama organisasi masyarakat gelar patroli malam di wilayah camat karangmoncol,koramil sama organisasi masyarakat gelar patroli malam wilayah camat karangmoncol,"[136, 4, 3, 2, 313, 88, 232, 121, 266, 1987]","['koramil', 'sama', 'organisasi', 'masyarakat', 'gelar', 'patroli', 'malam', 'wilayah', 'camat', 'karangmoncol']"
"1,9759E+18",Wed Oct 08 12:36:17 +0000 2025,0,Sementara Hasto yang menyerang jantung hukum antikorupsi malah tenang-tenang saja. Tidak ada ormas datang tidak ada serangan balik. Semuanya diam seolah korupsi bisa dinegosiasikan. #BahayaLatenHastoPDIP,"1,9759E+18",,ApriliaLin,in,,0,1,0,https://x.com/undefined/status/1975903070958809493,"8,34269E+17",,negative,sementara hasto yang menyerang jantung hukum antikorupsi malah tenang tenang saja tidak ada ormas datang tidak ada serangan balik semuanya diam seolah korupsi bisa dinegosiasikan bahayalatenhastopdip,sementara hasto yang menyerang jantung hukum antikorupsi malah tenang tenang saja tidak ada organisasi masyarakat datang tidak ada serangan balik semuanya diam seolah korupsi bisa dinegosiasikan bahayalatenhastopdip,tara hasto yang serang jantung hukum antikorupsi malah tenang tenang saja tidak ada organisasi masyarakat datang tidak ada rang balik mua diam olah korupsi bisa negosiasi bahayalatenhastopdip,tara hasto yang serang jantung hukum antikorupsi malah tenang tenang saja tidak ada organisasi masyarakat datang tidak ada rang balik mua diam olah korupsi bisa negosiasi bahayalatenhastopdip,tara hasto serang jantung hukum antikorupsi malah tenang tenang organisasi masyarakat datang rang balik mua diam olah korupsi negosiasi bahayalatenhastopdip,"[372, 1988, 371, 1989, 55, 1990, 32, 820, 820, 3, 2, 146, 1197, 233, 512, 414, 267, 165, 1198, 1199]","['tara', 'hasto', 'serang', 'jantung', 'hukum', 'antikorupsi', 'malah', 'tenang', 'tenang', 'organisasi', 'masyarakat', 'datang', 'rang', 'balik', 'mua', 'diam', 'olah', 'korupsi', 'negosiasi', 'bahayalatenhastopdip']"
"1,9759E+18",Wed Oct 08 12:32:43 +0000 2025,0,Ada kekuatan besar di belakangnya. Yang bisa memastikan gugatan seberani itu tak menimbulkan badai publik. Media diam elite bungkam ormas pura-pura gak tahu. #BahayaLatenHastoPDIP,"1,9759E+18",,Kenshin_Orange,in,,0,1,0,https://x.com/undefined/status/1975902175974072363,"1,86069E+18",,negative,ada kekuatan besar di belakangnya yang bisa memastikan gugatan seberani itu tak menimbulkan badai publik media diam elite bungkam ormas pura pura gak tahu bahayalatenhastopdip,ada kekuatan besar di belakangnya yang bisa memastikan gugatan seberani itu tak menimbulkan badai publik media diam elite bungkam organisasi masyarakat pura pura gak tahu bahayalatenhastopdip,ada kuat besar di belakang yang bisa asti gugat berani itu tak imbul badai publik media diam elite bungkam organisasi masyarakat pura pura gak tahu bahayalatenhastopdip,ada kuat besar di belakang yang bisa asti gugat berani itu tak imbul badai publik media diam elite bungkam organisasi masyarakat pura pura gak tahu bahayalatenhastopdip,kuat besar belakang asti gugat berani imbul badai publik media diam elite bungkam organisasi masyarakat pura pura tahu bahayalatenhastopdip,"[96, 29, 234, 864, 1200, 67, 1991, 1992, 1201, 235, 414, 1202, 1993, 3, 2, 865, 865, 439, 1199]","['kuat', 'besar', 'belakang', 'asti', 'gugat', 'berani', 'imbul', 'badai', 'publik', 'media', 'diam', 'elite', 'bungkam', 'organisasi', 'masyarakat', 'pura', 'pura', 'tahu', 'bahayalatenhastopdip']"
"1,97584E+18",Wed Oct 08 12:26:09 +0000 2025,0,@hnurwahid Ormas keagamaan hrs ambil sikap mnlak israel ke Jakarta. Ini msalah kemanusia. Negara mayoritas Islam Indonesia hrus menolak israel. Hmpir negara2 Eropa yg minoritas Islam menolak israel. Masak Indonesia tdk mau ?! @muhammadiyah @PBNU_164 @MUIPusat,"1,9759E+18",,hnurwahid,in,,0,0,0,https://x.com/undefined/status/1975900522130665824,"1,24173E+18",,negative,ormas keagamaan hrs ambil sikap mnlak israel ke jakarta ini msalah kemanusia negara mayoritas islam indonesia hrus menolak israel hmpir negara eropa yg minoritas islam menolak israel masak indonesia tdk mau,organisasi masyarakat keagamaan hrs ambil sikap mnlak israel ke jakarta ini msalah kemanusia negara mayoritas islam indonesia hrus menolak israel hmpir negara eropa yang minoritas islam menolak israel masak indonesia tidak mau,organisasi masyarakat agama hrs ambil sikap mnlak israel ke jakarta ini msalah manusia negara mayoritas islam indonesia hrus olak israel hmpir negara eropa yang minoritas islam olak israel masak indonesia tidak mau,organisasi masyarakat agama hrs ambil sikap mnlak israel ke jakarta ini msalah manusia negara mayoritas islam indonesia hrus olak israel hmpir negara eropa yang minoritas islam olak israel masak indonesia tidak mau,organisasi masyarakat agama hrs ambil sikap mnlak israel jakarta msalah manusia negara mayoritas islam indonesia hrus olak israel hmpir negara eropa minoritas islam olak israel masak indonesia mau,"[3, 2, 9, 440, 441, 436, 1994, 105, 236, 1995, 206, 15, 209, 8, 16, 1203, 866, 105, 1996, 15, 1204, 675, 8, 866, 105, 1997, 16, 17]","['organisasi', 'masyarakat', 'agama', 'hrs', 'ambil', 'sikap', 'mnlak', 'israel', 'jakarta', 'msalah', 'manusia', 'negara', 'mayoritas', 'islam', 'indonesia', 'hrus', 'olak', 'israel', 'hmpir', 'negara', 'eropa', 'minoritas', 'islam', 'olak', 'israel', 'masak', 'indonesia', 'mau']"
"1,97583E+18",Wed Oct 08 12:21:13 +0000 2025,0,dan parkir motor (yang mostly dilelola preman/ormas) naik dari 2 ribu jadi 3 ribu ohh this city STINKS,"1,9759E+18",,domisticuss,in,,0,0,0,https://x.com/undefined/status/1975899279236681807,"1,67237E+18",,negative,dan parkir motor yang mostly dilelola preman ormas naik dari ribu jadi ribu ohh this city stinks,dan parkir motor yang mostly dilelola preman organisasi masyarakat naik dari ribu jadi ribu ohh this city stinks,dan parkir motor yang mostly lelola prem organisasi masyarakat naik dari ribu jadi ribu ohh this city stinks,dan parkir motor yang mostly lelola prem organisasi masyarakat naik dari ribu jadi ribu ohh this city stinks,parkir motor mostly lelola organisasi masyarakat naik ribu ribu ohh this city stinks,"[75, 867, 1998, 1999, 3, 2, 676, 442, 442, 1205, 1206, 1207, 2000]","['parkir', 'motor', 'mostly', 'lelola', 'organisasi', 'masyarakat', 'naik', 'ribu', 'ribu', 'ohh', 'this', 'city', 'stinks']"
"1,9759E+18",Wed Oct 08 12:16:31 +0000 2025,0,Komisi I DPR Minta TNI Tak Ragu Tindak Tegas Ormas Meresahkan https://t.co/FXfG4oIVdQ,"1,9759E+18",,,in,,0,0,0,https://x.com/undefined/status/1975898098938646981,"1,01217E+18",,neutral,komisi i dpr minta tni tak ragu tindak tegas ormas meresahkan,komisi i dpr minta tni tak ragu tindak tegas organisasi masyarakat meresahkan,komisi i dpr minta tni tak ragu tindak tegas organisasi masyarakat resah,komisi i dpr minta tni tak ragu tindak tegas organisasi masyarakat resah,komisi dpr minta tni ragu tindak tegas organisasi masyarakat resah,"[2001, 370, 36, 124, 2002, 546, 677, 3, 2, 678]","['komisi', 'dpr', 'minta', 'tni', 'ragu', 'tindak', 'tegas', 'organisasi', 'masyarakat', 'resah']"
